"","book_title","review_title","review_user","book_id","review_id","timestamp","review_text","review_score"
"2786","Simple Cake: All You Need to Keep Your Friends and Family in Cake","A real treasure for cake lovers.","Jaíne Mackievicz","399581421","R1YJUI8UVA4W11","1555513269","It seems like there’s always something special about baking and this book really gets it. It’s about sharing moments around a table with our loved ones; and even better: sharing unforgettable smells, textures and flavors from warm, sweet - almost soothing- cakes. Throughout the entire book I felt like Odette had invited me to eat at her table on a warm Sunday afternoon, and I hope you’ll feel the same because that’s the pure joy of a great cookbook.I was very lucky to receive this treasure in form of a book in advance — and thank you so much, @tenspeedpress for the free book!— so I had plenty of time to read and bake many of those remarkable cakes. And because of that I’m here to tell you from the bottom of my heart that if you’re as passionate as I am for cakes you should really buy this book and keep it forever. And if you aren’t, that’s ok too, because soon you will catch yourself in the middle of the day thinking about which of the recipes would be the most suitable for the dessert after dinner.I’ve been baking so often because those recipes are really simple yet special. You can make as much combinations as you want, it’s a real mix and match. And that’s great! I don’t always have all the ingredients in my pantry, so I can really get creative with Odette’s suggested combinations while keeping following the recipes properly.Everything about this books is stunning! The protographs, the colors, the stories behind the recipes, everything!I’ve prepared almost all the recipes and I have to say: once you try the Almond Gató (see my pic) there’s no turning back! It’s one of the most delicious cakes I’ve ever had! And I was so surprised how easy it was to bake, so for experienced bakers or not, there’s is no way you won’t end up with something delicious. the Milk and Honey Cake is also sublime and it is, from now on my number one recipe for a white simple cake. Oh, and please, pleeease try the Raspberry Curd; it’s food for angels!!!",5
"2788","The Woman in the Window: A Novel","Five Stars","Theresa R.","62678426","R327KVWBWYW6LZ","1555513405","A great book, suspenseful and kept me on the edge of my chair.",5
"2789","Tiamat's Wrath (The Expanse)","A solid entry in the seriew","Birder Grandma","0316332879","R27R5K28V8W986","1555513693","I've been eagerly anticipating this book for quite some time. After the downer ending from the last expanse book, I wanted to see where things end up. For the most part this manages to build on the strength of previous entries in the series. All the POV characters are engaging and the palace Intrigue angle works well. Unfortunately I find it paced not quite as well as previous entries, with a little less momentum than in earlier books. In particular, the will they / won't they with Alex and Bobbie once they get their hands on the XXXXXX seems to go on for ages.  Durante as well seems oddly used after last time. Ultimately though those are quibbles. While it's not the strongest book in the series oh, it's a quick read with enjoyable characters and dazzling prose that works well when staging a battle or just building out the universe.",4
"2790","After (The After Series)","Soo childish","sarah","1982111003","R1F3KZ3NUQ5BXS","1555513752","Uhhh...I don't even know where to begin. I kept reading because I wanted to find out what would happen and I'm the type of person that has to finish a book if started.First, this book is written on a seventh grade reading levelSecond, this book is the epitome of a cliche'.Third, the main character (Tessa) is annoying, weak, childish, and displays a lack of self respect and virtue.Fourth, Hardin is just a complete a**. Seriously, his character is so unlikable it's rediculous. Anyone who would put up with his bulls**** is obviously just as mentally ill as he is.Fifth, it was just too long and had a very poor plot.I have no plans to continue this absurd series.",1
"2791","A Gentleman in Moscow: A Novel","Civility in a changing world","NYCLouise","0143110438","R1JX5AYDJD4Z0F","1555513757","A slow start but one is soon gripped by the characters and the small universe of the Hotel Metrpol and Russia in most of the twentieth century.Count Rostov was almost too civil, too perfect in every way, but he becomes so real none wonders why he never attempted to change his destiny.Characters appear and disappear over time and Russia changes, but not too much. A really engrossing read, despite some  skepticism with the initial premise.",5
"2793","The Woman in the Window: A Novel","Very good","BB","62678426","R3ER40VFFY6Z1T","1555513812","Liked this novel: well-paced and at times hard to put down.",4
"2794","Daisy Jones & The Six: A Novel","Entertaining","annie","1524798622","RTSKUNJUYJ2XT","1555513889","I haven’t read a book in two days in a very long time.  Super fun, entertaining and easy read.  Took me back to the 70s, living in LA and being carefree and more than a little bit crazy.  Thanks for bringing up some really fun memories.",5
"2797","Daisy Jones & The Six: A Novel","Fell in Love!","Samantha","1524798622","R2LGZWK9CWV8VE","1555514061","Gosh, I ended up loving this book.For me it was a little distracting with the style of writing at first. But as the characters evolved and the story went on... I fell in love. This book makes you want to look up every 70’s musician. So much fun.",5
"2798","Tiamat's Wrath (The Expanse)","Almost finished","Petecpocala","0316332879","RWFK9NFCPBDHY","1555514173","Great setup to the end really well paced and I’m a huge fan of the story line can’t wait for the last book",5
"2800","The Woman in the Window: A Novel","retelling of Hitchcock's Rear Window","Amazon Customer","62678426","RCT89SATFEXGI","1555514396","2.5 starsRetelling of Rear Window(1954) with James Stewart and Grace Kelly, minus the charm... this round the housebound main character is an unlikable female agoraphobic and former child psychologist who has given up on the outside world after a tragic event.  She drinks too much wine, is whacked on meds, possibly hallucinating, pushy AF, lurks a great deal on the Internet, and spends an obnoxious amount of time being a smack-worthy nosy neighbor via her windows... a seemingly unreliable narrator who may or may not have witnessed a murder by her neighbor across the way.Kind of a despicable protagonist I never really took to.  Helpless and weak.  Her judgement is extremely poor--outright stupid-- and this made me wish she'd get institutionalized or that someone would just take her out.  Her ""Dr."" title was farcical.  Moreover, unlike Rear Window, no one here in this cast takes the place of Grace Kelly (who had more of a spine for a 1954 woman than the hot mess in this 21st century book)... just meh chemistry with Bina (a woman who shows up for exercise), neighbor Jane Russell, her tenant David, and Ethan, the teenage neighbor.  Grace Kelly's dynamic with the older Stewart as they chat and scheme and occasionally fool around was one of the best things about the movie.  This here is just some old movie fanboy fanfic. Though much like Rear Window... one does wonder why people don't close their dang blinds when they're up to no good!!!  Who is that dumb????  Implausible!!!  This book picks up the worst of Rear Window and ignores the best.  I just didn't care about any of these people.I did like all the descriptive language and all the nods to old movies, though.  ""Jane Russell"" was a nice touch, ha ha.  Nothing particularly original here plot-wise but engaging enough plot (I didn't say characters) due to the competent writing.  It's a serviceable retelling that could make for a half decent new movie based on the old (author already has a movie deal)... but ultimately telling of Hollywood's inability to come up with new material.  Does it rate all the attention it's getting?  Nope. Just one of those new releases that goes viral but isn't really great or original... amazing how often this happens.  An okay read but definitely overhyped.  If you look at the author's résumé you'll see he's gotta have friends in high places... you do the math.",3
"2802","Mostly Sunny: How I Learned to Keep Smiling Through the Rainiest Days","Wonderful book!  Must Read!","S. Farr","62877577","RHJJL5VSLJD9B","1555514678","Loved this book!  Mostly sunny was a delight to read. Although JD has had some difficulty in her life she’s managed to keep her great attitude and that smile.  I think it’s a must read. W",5
